stay_type,room_type,combined_name,risk_score,avg_rating,review_count
Couple,Medium Room with Extra Single Bed,Numa Linea - capitol-roma,1.539193235381705,8.166666666666666,6
Couple,Medium Room with Extra Single Bed,Numa Tullo - numa-i-tullo-rooms,0.748223418880233,7.666666666666667,3
Couple,Medium Room with Sofa Bed,Numa Rodo - rodo-hotel-fashion-delight,1.7493490396936242,8.0,11
Couple,Medium Room with Terrace,Numa Barberini - capriceroma,1.7717877652575296,8.222222222222221,9
Couple,Medium Room with Terrace and Extra Single Bed,Numa Tullo - numa-i-tullo-rooms,,8.0,1
Couple,Medium Studio with Kitchen,Numa Docklands - yays-amsterdam-docklands,0.4589743589743592,9.153846153846153,13
Couple,Medium Studio with Kitchen,Numa Kater - berlin-eastside-apartments,0.48333333333333345,8.666666666666666,3
Couple,Medium Studio with Kitchen,Numa Sol - numa-madrid-sol-apartments,0.07050000000000001,9.6,5
Couple,Medium Studio with Kitchen,Numa YAYS Paris Issy by Numa - yays-paris-issy,0.4219624489762417,8.620689655172415,29
Couple,Medium Studio with Kitchen,Numa YAYS Paris Zola by Numa - eiffel-village-apartments-paris-centre,1.0854023764868537,7.967741935483871,31
Couple,Medium Studio with Kitchen - Accessible,Numa YAYS Paris Issy by Numa - yays-paris-issy,,9.0,1
Couple,Medium Studio with Kitchen and Balcony,Numa Craft - numa-i-craft-rooms-amp-apartments,1.0021848435447238,8.371428571428572,35
Couple,Medium Studio with Kitchen and Balcony,Numa Stark - joyn-munich-rose,0.05926445578231293,9.375,8
Couple,Medium Studio with Kitchen and Balcony,Numa YAYS Paris Zola by Numa - eiffel-village-apartments-paris-centre,1.3349854830178371,8.333333333333334,12
Couple,Medium Studio with Kitchen for 2 Guests,Numa Docklands - yays-amsterdam-docklands,0.4,9.0,2
Couple,Medium Studio with Kitchenette,Numa Arc - numa-i-arc-rooms-amp-apartments,0.32422947616346487,8.46551724137931,58
Couple,Medium Studio with Kitchenette,Numa Artol - excelsiordusseldorf,0.4831785247357713,8.2,5
Couple,Medium Studio with Kitchenette,Numa Blau - star-apart-hauptbahnhof,1.365915562404952,7.76,25
Couple,Medium Studio with Kitchenette,Numa Blend - numa-i-blend-apartments,1.663903132325774,7.916666666666667,12
Couple,Medium Studio with Kitchenette,Numa Bona - auerberg-galerie,0.28540816326530616,8.75,8
Couple,Medium Studio with Kitchenette,Numa Boxer - almodovarhotel-berlin-biohotel,1.0582152251299388,8.16,25
Couple,Medium Studio with Kitchenette,Numa Champs-Élysées - numa-paris-champs-elysees,1.4253675933765955,8.413793103448276,29
Couple,Medium Studio with Kitchenette,Numa Hallen - oslo-apartments-dronningensgate-15,0.4429864253393666,8.692307692307692,52
Couple,Medium Studio with Kitchenette,Numa Novela - numa-i-novela-rooms-amp-apartments,0.134358821685668,9.26086956521739,23
Couple,Medium Studio with Kitchenette,Numa Oben - star-gmbh,1.5665211189087245,7.1,10
Couple,Medium Studio with Kitchenette,Numa Rato - numa-i-voga-rooms-amp-apartments,0.22967032967032971,9.071428571428571,14
Couple,Medium Studio with Kitchenette,Numa Saga - numa-l-saga-apartments,0.3261398497831376,8.782608695652174,138
Couple,Medium Studio with Kitchenette,Numa Savi - stilwerk-kantgaragen-berlin63,0.173,8.6,5
Couple,Medium Studio with Kitchenette,Numa Sempione - numa-milan-sempione,0.10460997732426304,9.066666666666666,15
Couple,Medium Studio with Kitchenette,Numa Sketch - sketch-rooms-amp-apartments,0.8335587764416157,8.26086956521739,23
Couple,Medium Studio with Kitchenette,Numa Torstraße - alte-schonhauser-str-2-10119-berlin,0.17179487179487185,9.23076923076923,13
Couple,Medium Studio with Kitchenette,Numa Turi - numa-i-turi-apartments-zurich,0.6204596123797014,8.435897435897436,39
Couple,Medium Studio with Kitchenette,Numa Wood - the-wood,0.301557972184005,8.765432098765432,81
Couple,Medium Studio with Kitchenette - Accessible,Numa Drift - gaijin,,1.0,1
Couple,Medium Studio with Kitchenette - Single Bed,Numa Blend - numa-i-blend-apartments,,10.0,1
Couple,Medium Studio with Kitchenette and Balcony,Numa Artol - excelsiordusseldorf,4.0658075954011,6.666666666666667,3
Couple,Medium Studio with Kitchenette and Balcony,Numa Boxer - almodovarhotel-berlin-biohotel,0.9134441723196494,7.5588235294117645,34
Couple,Medium Studio with Kitchenette and Balcony,Numa Champs-Élysées - numa-paris-champs-elysees,0.16488290137388975,9.418604651162791,43
Couple,Medium Studio with Kitchenette and Balcony,Numa Craft - numa-i-craft-rooms-amp-apartments,0.47233607260259936,8.083333333333334,12
Couple,Medium Studio with Kitchenette and Balcony,Numa Oben - star-gmbh,0.813954081632653,8.5,8
Couple,Medium Studio with Kitchenette and Balcony,Numa Sempione - numa-milan-sempione,0.32046783625731,9.052631578947368,19
Couple,Medium Studio with Kitchenette and Balcony,Numa Turi - numa-i-turi-apartments-zurich,1.1162458659524641,7.4,5
Couple,Medium Studio with Kitchenette and Balcony - Single bed,Numa Oben - star-gmbh,,6.0,1
Couple,Medium Studio with Kitchenette and Workspace,Numa Oben - star-gmbh,3.976781222935877,5.0,4
Couple,"Medium Studio with Kitchenette, Balcony and Separate Living Area",Numa Sempione - numa-milan-sempione,0.7546258503401361,8.857142857142858,7
Couple,One Bedroom (4 Persons),Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,0.8988618312117812,8.153846153846153,39
Couple,One-Bedroom (2 Persons),Numa YAYS Amsterdam Vondelpark by Numa - amsterdam-vondelpark-by-yays,0.5,9.0,2
Couple,One-Bedroom (2 Persons),Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,1.3083554246265432,8.07843137254902,51
Couple,One-Bedroom Apartment,Numa Alegre - alvarez-quintero-apartment,1.2171326492430612,8.25,16
Couple,One-Bedroom Apartment,Numa Colmena - numa-i-colmena-apartments,1.975661689431598,8.4,5
Couple,One-Bedroom Apartment,Numa Lustre - friendly-rentals-mozart,0.1745,9.4,5
Couple,One-Bedroom Apartment,Numa Molina - sevilla-luxury-rentals-catedral-sevilla,2.859487448300378,7.5,2
Couple,One-Bedroom Apartment,Numa Oosterpark - eastern-park-apartment-suites,,10.0,1
Couple,One-Bedroom Apartment,Numa Seda - friendly-rentals-hopper,0.7545454545454546,8.590909090909092,22
Couple,One-Bedroom Apartment,Numa Solea - numa-l-solea-rooms-amp-apartments,0.3660000000000001,9.2,5
Couple,One-Bedroom Apartment,Numa Vega - urban-vida-granada-i,3.5638300424733305,6.4,5
Couple,One-Bedroom Apartment,Numa Verso - numa-i-verso-apartments,0.3525,8.75,4
Couple,One-Bedroom Apartment,Numa YAYS Amsterdam North by Numa - ndsm-serviced-apartments,0.4,9.0,2
Couple,One-Bedroom Apartment,Numa YAYS Amsterdam Salthouse Canal by Numa - yays-amsterdam-salthouse-canal,0.24446404605495514,8.583333333333334,12
Couple,One-Bedroom Apartment,Numa YAYS The Hague Willemspark by Numa - yays-the-hague-willemspark,0.2534712588998303,8.666666666666666,15
Couple,One-Bedroom Apartment (4 Adults),Numa YAYS Amsterdam Vondelpark by Numa - amsterdam-vondelpark-by-yays,,6.0,1
Couple,One-Bedroom Apartment with Balcony,Numa YAYS The Hague Willemspark by Numa - yays-the-hague-willemspark,4.343279536560811,7.0,2
Couple,One-Bedroom Apartment with View,Numa YAYS Amsterdam Salthouse Canal by Numa - yays-amsterdam-salthouse-canal,4.210863713081677,6.0,2
Couple,One-Bedroom Comfort (2 persons),Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,,7.0,1
Couple,One-Bedroom Comfort (4 Persons),Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,0.7005279034690799,8.557692307692308,52
Couple,One-Bedroom Deluxe Apartment,Numa YAYS Amsterdam Salthouse Canal by Numa - yays-amsterdam-salthouse-canal,3.1136162426442766,3.0,2
Couple,One-bedroom Attic (2 Persons),Numa YAYS Amsterdam Vondelpark by Numa - amsterdam-vondelpark-by-yays,4.343279536560811,7.0,2
Couple,SUITE 5TH,Numa Palazzo Moro - palazzo-del-moro-firenze,,1.0,1
Couple,Small Double Room,Numa Kudamm - about-berlin-hotel,1.3994600495803777,6.714285714285714,7
Couple,Small Double Room,Numa Roca - retrome-barcelona,1.4426251338391096,8.090909090909092,11
Couple,Small Double Room,Numa Script - la-pepa-chic-bed,1.798322839804276,7.066666666666666,45
Couple,Small Room,Numa Bloomsbury - bedfordcornerhotel,0.3488429000646784,8.46875,32
Couple,Small Room,Numa Champs-Élysées - numa-paris-champs-elysees,3.250712195344118,7.8,5
Couple,Small Room,Numa Maximilian - the-maximilian-by-heymcollections,1.0758545119017262,7.884615384615385,26
Couple,Small Room,Numa Sketch - sketch-rooms-amp-apartments,0.3144675844236652,8.444444444444445,18
Couple,Small Room - Single Bed,Numa Portico - numa-i-portico-rooms,,8.0,1
Couple,Small Room with Terrace,Numa Portico - numa-i-portico-rooms,1.6973470819502479,7.571428571428571,7
Couple,Standard Apartment,Numa Alegre - alvarez-quintero-apartment,0.08333333333333337,8.666666666666666,3
Couple,Standard Apartment,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,0.06666666666666667,9.333333333333334,3
Couple,Standard Apartment,Numa Vega - urban-vida-granada-i,0.2589813065722157,9.363636363636363,11
Couple,Standard Apartment,Numa Verso - numa-i-verso-apartments,,9.0,1
Couple,Standard Room,Numa Artol - excelsiordusseldorf,0.7527779430671311,7.125,8
Couple,Standard Room,Numa Barberini - capriceroma,0.8320981492839506,8.291139240506329,79
Couple,Standard Room,Numa Bloomsbury - bedfordcornerhotel,0.9157500470206785,8.080645161290322,62
Couple,Standard Room,Numa Bona - auerberg-galerie,1.565048564925527,7.566666666666666,30
Couple,Standard Room,Numa Champs-Élysées - numa-paris-champs-elysees,0.8268045943500241,8.703703703703704,27
Couple,Standard Room,Numa Forcola - numa-venice-forcola,0.30298850574712644,9.0,30
Couple,Standard Room,Numa Kudamm - about-berlin-hotel,0.2941927990708479,9.119047619047619,42
Couple,Standard Room,Numa Maximilian - the-maximilian-by-heymcollections,1.6011668309986289,7.242424242424242,33
Couple,Standard Room,Numa Mozart - tophotelmozart,0.5983530541802656,8.327586206896552,58
Couple,Standard Room,Numa Novela - numa-i-novela-rooms-amp-apartments,0.6137566137566138,8.5,28
Couple,Standard Room,Numa Palazzo Orseolo - palazzo-orseolo,1.9595055227495557,6.411764705882353,17
Couple,Standard Room,Numa Portico - numa-i-portico-rooms,0.8085495824593112,8.254901960784315,51
Couple,Standard Room,Numa Potsdamer Platz - precise-tale-berlin,0.5833406927676559,8.32484076433121,157
Couple,Standard Room,Numa Rato - numa-i-voga-rooms-amp-apartments,0.2,9.0,3
Couple,Standard Room,Numa Rodo - rodo-hotel-fashion-delight,0.6724830527104051,8.290322580645162,62
Couple,Standard Room,Numa Sketch - sketch-rooms-amp-apartments,0.8607071250095761,8.133333333333333,30
Couple,Standard Room,Numa Tullo - numa-i-tullo-rooms,0.6165210955469803,8.545454545454545,33
Couple,Standard Room - Accessible,Numa Forcola - numa-venice-forcola,3.350863713081677,6.0,5
Couple,Standard Room with Balcony,Numa Forcola - numa-venice-forcola,0.48571428571428577,8.857142857142858,7
Couple,Standard Room with Balcony,Numa Torstraße - alte-schonhauser-str-2-10119-berlin,0.4198699712985427,8.666666666666666,15
Couple,Standard Room with Terrace,Numa Portico - numa-i-portico-rooms,0.3735779059145764,7.875,8
Couple,Standard Room with Terrace,Numa Rato - numa-i-voga-rooms-amp-apartments,,9.0,1
Couple,Standard Room with Terrace,Numa Tullo - numa-i-tullo-rooms,0.770909090909091,8.454545454545455,11
Couple,Standard Studio,Numa Goya - numa-i-goya-apartments,0.7841701094906836,8.193548387096774,31
Couple,Standard Studio,Numa Luna - numa-i-luna-apartments,0.3588586923666535,9.095238095238095,21
Couple,Standard Suite,Numa Camperio - camperio-house-suites-apartments,0.2,9.0,3
Couple,Standard Suite,Numa Root - antik-city-prague,0.1855022675736962,8.933333333333334,15
Couple,Standard room - Canal View,Numa Palazzo Orseolo - palazzo-orseolo,1.9399682694046412,7.5625,16
Couple,Studio,Numa Goya - numa-i-goya-apartments,0.5851936811173446,8.333333333333334,21
Couple,Studio,Numa Luna - numa-i-luna-apartments,0.20261875341583932,9.310344827586206,29
Couple,Studio,Numa Nørrebro - numa-i-drejervej,0.3599578562498674,8.384615384615385,13
Couple,Studio,Numa Oosterpark - eastern-park-apartment-suites,3.983391771921967,5.666666666666667,3
Couple,Studio,Numa Potsdamer Platz - precise-tale-berlin,2.286638804076193,6.833333333333333,6
Couple,Studio,Numa Vega - urban-vida-granada-i,0.15204678362573099,8.736842105263158,19
Couple,Studio,Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,0.6380274656679152,8.566666666666666,90
Couple,Studio,Numa YAYS The Hague Willemspark by Numa - yays-the-hague-willemspark,0.42984242550600277,8.3,10
Couple,Studio (2 Adults),Numa YAYS Amsterdam Maritime by Numa - yays-amsterdam-maritime,1.079501697087126,7.848484848484849,33
Couple,Studio - Disability Access,Numa Goya - numa-i-goya-apartments,1.560745865952464,7.4,5
Couple,Studio - Disability Access,Numa Nørrebro - numa-i-drejervej,,8.0,1
Couple,Studio with Balcony,Numa Kudamm - about-berlin-hotel,0.6270716248212439,6.5,2
Couple,Studio with Balcony,Numa Luna - numa-i-luna-apartments,0.4,8.615384615384615,26
Couple,Studio with Kitchenette - Accessible,Numa Palazzo Belfiore - palazzo-belfiore,0.5379489757736733,8.25,8
Couple,Studio with Terrace,Numa Goya - numa-i-goya-apartments,0.15879251700680272,9.25,8
Couple,Studio with Terrace,Numa Nørrebro - numa-i-drejervej,1.0201398044843888,8.0,9
Couple,Studio with Terrace,Numa Roca - retrome-barcelona,0.48333333333333345,8.666666666666666,3
Couple,Suite,Numa Flow - fashion-dancing,0.10583333333333333,9.5625,16
Couple,Suite,Numa Poise - numa-i-poise-rooms-and-apartments,1.2846153846153845,8.461538461538462,13
Couple,Suite,Numa Republika - republika-amp-suites,0.4136363636363635,8.916666666666666,12
Couple,Suite with Balcony,Numa Flow - fashion-dancing,0.20714285714285716,9.0,7
Couple,Suite with Balcony,Numa Nørrebro - numa-i-drejervej,0.2423370541489653,9.053191489361701,94
Couple,Superior Apartment,Numa Vega - urban-vida-granada-i,0.33520588460477896,9.0,32
Couple,Superior Double Room,Numa Bloomsbury - bedfordcornerhotel,0.46098249076448494,7.888888888888889,9
Couple,Superior Double Room,Numa Lief - numa-l-lief,1.459369230583403,8.333333333333334,12
Couple,Superior Double Room,Numa Republika - republika-amp-suites,0.11956878286548615,9.5,14
Couple,Superior One-Bedroom Apartment,Numa Alegre - alvarez-quintero-apartment,,9.0,1
Couple,Superior Room,Numa Potsdamer Platz - precise-tale-berlin,0.9684352765454549,8.055555555555555,36
Couple,Superior Room with Terrace,Numa Potsdamer Platz - precise-tale-berlin,0.9044255822845124,7.555555555555555,18
Couple,Superior Studio,Numa Camperio - camperio-house-suites-apartments,1.576088578548887,7.571428571428571,7
Couple,Three Bedroom Apartment,Numa Colmena - numa-i-colmena-apartments,,8.0,1
Couple,Tower Suite,Numa YAYS Amsterdam Maritime by Numa - yays-amsterdam-maritime,0.24296598257639446,8.25,4
Couple,Two-Bedroom Apartment,Numa Colmena - numa-i-colmena-apartments,0.08333333333333337,8.666666666666666,3
Couple,Two-Bedroom Apartment,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,,7.0,1
Couple,Two-Bedroom Apartment,Numa Prestigio - numa-i-prestigio-apartments,,9.0,1
Couple,Two-Bedroom Apartment,Numa Solea - numa-l-solea-rooms-amp-apartments,,10.0,1
Couple,Two-Bedroom Apartment,Numa YAYS The Hague Willemspark by Numa - yays-the-hague-willemspark,,10.0,1
Couple,Two-Bedroom Apartment (4 Adults),Numa YAYS Amsterdam Prince Island by Numa - amsterdam-prince-island-by-yays,,10.0,1
Couple,Two-Bedroom Apartment with Shared Terrace (4 Adults),Numa YAYS Amsterdam Prince Island by Numa - amsterdam-prince-island-by-yays,0.46666666666666673,8.666666666666666,3
Couple,West Apartment,Numa Potsdamer Platz - precise-tale-berlin,,8.0,1
Family,1 Bedroom Apartment,Numa Docklands - yays-amsterdam-docklands,0.1795,9.4,5
Family,1 Bedroom Apartment,Numa Fiore - le-fiorentine-boutique-apartments,,10.0,1
Family,1 Bedroom Apartment,Numa Sol - numa-madrid-sol-apartments,0.1,8.5,2
Family,1 Bedroom Apartment,Numa Strauss - sunrise-apartments,0.35322128851540613,8.91764705882353,85
Family,1 Bedroom Apartment,Numa Topp - frogner-house-apartments-skovveien-15,0.1,9.5,2
Family,1 Bedroom Apartment,Numa YAYS Paris Issy by Numa - yays-paris-issy,,10.0,1
Family,1 Bedroom Apartment,Numa YAYS Paris Zola by Numa - eiffel-village-apartments-paris-centre,,5.0,1
Family,1 Bedroom Apartment - Duplex,Numa YAYS Paris Issy by Numa - yays-paris-issy,0.0,9.0,3
Family,1 Bedroom Apartment with Balcony,Numa Blau - star-apart-hauptbahnhof,,1.0,1
Family,1 Bedroom Apartment with Balcony and Sofa Bed,Numa Leo - numa-i-leo-apartments,0.8753488404739997,7.166666666666667,6
Family,1 Bedroom Apartment with Balcony and Sofa Bed,Numa Loreto - loreto-rooms-amp-apartments,0.5748768472906404,8.89655172413793,29
Family,1 Bedroom Apartment with Balcony and Sofa Bed,Numa Topp - frogner-house-apartments-skovveien-15,0.35222672064777333,8.64102564102564,39
Family,1 Bedroom Apartment with Balcony and Sofa Bed,Numa Torstraße - alte-schonhauser-str-2-10119-berlin,1.5358177740876824,8.4,10
Family,1 Bedroom Apartment with Balcony and Sofa bed,Numa Sempione - numa-milan-sempione,0.08000000000000002,9.5,16
Family,1 Bedroom Apartment with Bunk Bed,Numa Kater - berlin-eastside-apartments,4.0658075954011,6.666666666666667,3
Family,1 Bedroom Apartment with Sofa Bed,Numa Arc - numa-i-arc-rooms-amp-apartments,1.3942599707984324,8.615384615384615,13
Family,1 Bedroom Apartment with Sofa Bed,Numa Docklands - yays-amsterdam-docklands,0.6168514080979964,8.548148148148147,135
Family,1 Bedroom Apartment with Sofa Bed,Numa Felice - numa-i-felice-rooms-amp-apartments,0.15666666666666668,9.625,16
Family,1 Bedroom Apartment with Sofa Bed,Numa Fiore - le-fiorentine-boutique-apartments,0.11639253131747129,9.326086956521738,46
Family,1 Bedroom Apartment with Sofa Bed,Numa Flute - villa-riedenburg-boutique-apartments,1.9552278873382993,8.25,8
Family,1 Bedroom Apartment with Sofa Bed,Numa Kater - berlin-eastside-apartments,2.3871064959194253,7.5,6
Family,1 Bedroom Apartment with Sofa Bed,Numa Potsdamer Platz - precise-tale-berlin,0.48379931590972775,8.25,4
Family,1 Bedroom Apartment with Sofa Bed,Numa Saga - numa-l-saga-apartments,0.41728475596743164,8.695652173913043,46
Family,1 Bedroom Apartment with Sofa Bed,Numa Sketch - sketch-rooms-amp-apartments,0.5749771997591939,7.888888888888889,9
Family,1 Bedroom Apartment with Sofa Bed,Numa Sol - numa-madrid-sol-apartments,0.0,9.0,2
Family,1 Bedroom Apartment with Sofa Bed,Numa Topp - frogner-house-apartments-skovveien-15,0.17391304347826086,9.0,24
Family,1 Bedroom Apartment with Sofa Bed,Numa Vici - dolce-vita-residence,0.3970809405783622,8.646153846153846,65
Family,1 Bedroom Apartment with Sofa Bed,Numa YAYS Paris Issy by Numa - yays-paris-issy,0.22222222222222224,8.88888888888889,9
Family,1 Bedroom Apartment with Sofa Bed,Numa YAYS Paris Zola by Numa - eiffel-village-apartments-paris-centre,0.5015939973176148,8.461538461538462,26
Family,1 Bedroom Apartment with Sofa Bed - Duplex,Numa Palazzo Belfiore - palazzo-belfiore,0.3535000000000001,9.2,5
Family,1 Bedroom Apartment with Sofa Bed - Duplex,Numa Vici - dolce-vita-residence,0.6266666666666666,9.0,6
Family,1 Bedroom Apartment with Sofa Bed - Duplex - No Kitchen,Numa Felice - numa-i-felice-rooms-amp-apartments,1.1804841829444912,7.571428571428571,14
Family,1 Bedroom Apartment with Sofa Bed - No Kitchen,Numa Felice - numa-i-felice-rooms-amp-apartments,0.8399999999999999,8.666666666666666,6
Family,1 Bedroom Apartment with Sofa Bed - no AC,Numa Terra - numa-i-terra-apartments,0.23519668737060048,9.2,70
Family,1 Bedroom Apartment with Sofa Bed and AC,Numa Terra - numa-i-terra-apartments,0.156,9.2,5
Family,1 Bedroom Apartment with Sofa Bed and Terrace,Numa Nook - frederics-serviced-apartment,4.955002320908056,6.333333333333333,3
Family,1 Bedroom Apartment with Sofa Bed for 4 Guests,Numa Docklands - yays-amsterdam-docklands,1.1605438448884293,8.0,12
Family,1 Bedroom Apartment with Sofa bed,Numa Sempione - numa-milan-sempione,0.16583333333333336,9.1875,16
Family,1 Bedroom Apartment with Terrace - no AC,Numa Terra - numa-i-terra-apartments,2.121275326800918,7.7,10
Family,1 Bedroom Apartment with Terrace and AC,Numa Terra - numa-i-terra-apartments,,10.0,1
Family,1 Bedroom Apartment with Terrace and Sofa Bed - Duplex,Numa Sonate - townhouse-tessa-by-heymcollections,0.43228338284062934,8.2,10
Family,1 Bedroom Apartment with Two Sofa Beds - Duplex,Numa Fiore - le-fiorentine-boutique-apartments,0.5646153846153847,8.884615384615385,26
Family,2 Bedroom Apartment,Numa Sol - numa-madrid-sol-apartments,0.25,9.0,9
Family,2 Bedroom Apartment,Numa Strauss - sunrise-apartments,0.6568159591184356,8.678571428571429,28
Family,2 Bedroom Apartment with Balcony,Numa Strauss - sunrise-apartments,0.5120879120879122,8.571428571428571,14
Family,2 Bedroom Apartment with Balcony and Sofa Bed,Numa Nora - townhouse-nora-salzburg,0.11636479591836735,9.375,8
Family,2 Bedroom Apartment with Sofa Bed,Numa Felice - numa-i-felice-rooms-amp-apartments,0.5240445665445667,8.916666666666666,12
Family,2 Bedroom Apartment with Sofa Bed,Numa Palazzo Belfiore - palazzo-belfiore,0.9356953600399445,8.0,5
Family,2 Bedroom Apartment with Sofa Bed,Numa Sempione - numa-milan-sempione,0.06363945578231292,9.571428571428571,7
Family,2 Bedroom Apartment with Sofa Bed,Numa Vici - dolce-vita-residence,0.13888888888888887,8.777777777777779,9
Family,2 Bedroom Apartment with Sofa Bed,Numa Vita - m7-contemporary-apartments-my-extra-home,0.18529662256934987,8.833333333333334,12
Family,2 Bedroom Apartment with Terrace,Numa Nora - townhouse-nora-salzburg,0.13333333333333333,9.0,4
Family,3 Bedroom Apartment with Sofa Bed - Duplex,Numa Palazzo Belfiore - palazzo-belfiore,0.43833333333333335,9.0,4
Family,Apartment,Numa Alegre - alvarez-quintero-apartment,0.42724489795918374,8.857142857142858,7
Family,Apartment,Numa Oosterpark - eastern-park-apartment-suites,0.8411497560797715,7.375,8
Family,Apartment,Numa Verso - numa-i-verso-apartments,0.4254018206545636,9.0,80
Family,Apartment,Numa YAYS Amsterdam Maritime by Numa - yays-amsterdam-maritime,0.6889636538674999,8.461538461538462,13
Family,Apartment - Disability Access,Numa YAYS Antwerp Opera by Numa - yays-antwerp-opera,0.3826399519088086,8.696969696969697,33
Family,Apartment - Split Level,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,0.07569536003994434,8.0,2
Family,Apartment with Balcony,Numa Colmena - numa-i-colmena-apartments,0.17159013605442178,9.25,8
Family,Apartment with Balcony,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,0.19041900407285026,9.461538461538462,13
Family,Apartment with Balcony,Numa Molina - sevilla-luxury-rentals-catedral-sevilla,0.19583333333333336,8.75,4
Family,Apartment with Terrace,Numa Vega - urban-vida-granada-i,1.2027842712842713,8.7,10
Family,Berlin Penthouse,Numa Potsdamer Platz - precise-tale-berlin,,9.0,1
Family,Business-Friendly Suite,Numa Bloc - numa-l-bloc-apartments,0.18583333333333335,8.5625,16
Family,Classic Studio,Numa Bloc - numa-l-bloc-apartments,,6.0,1
Family,Comfort One-Bedroom Apartment A,Numa YAYS Amsterdam Salthouse Canal by Numa - yays-amsterdam-salthouse-canal,0.4,9.0,4
Family,Comfort One-Bedroom Apartment B,Numa YAYS Amsterdam Salthouse Canal by Numa - yays-amsterdam-salthouse-canal,0.10555555555555554,8.555555555555555,9
Family,Comfort Suite,Numa Bloc - numa-l-bloc-apartments,0.6555032630252956,7.461538461538462,13
Family,Comfort Two-Bedroom Apartment (4 Adults),Numa YAYS Amsterdam Prince Island by Numa - amsterdam-prince-island-by-yays,0.686116030050613,8.073170731707316,41
Family,Comfort Two-Bedroom Apartment with Shared Terrace (4 Adults + 2 Children),Numa YAYS Amsterdam Prince Island by Numa - amsterdam-prince-island-by-yays,0.6451906607897199,8.0625,32
Family,Comfort Two-Bedroom Family (4 Adults + 2 Children),Numa YAYS Amsterdam Prince Island by Numa - amsterdam-prince-island-by-yays,0.5667224129735876,8.285714285714286,42
Family,"Connecting rooms - Two Bedrooms, One Bathroom",Numa Portico - numa-i-portico-rooms,1.1591481379628992,7.878787878787879,33
Family,Deluxe Apartment,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,0.4932245179063361,8.727272727272727,11
Family,Deluxe Apartment,Numa Molina - sevilla-luxury-rentals-catedral-sevilla,0.6947660369933099,8.909090909090908,11
Family,Deluxe Apartment,Numa Solea - numa-l-solea-rooms-amp-apartments,0.13333333333333333,9.0,4
Family,Deluxe Apartment,Numa Verso - numa-i-verso-apartments,0.26580813013292237,9.105263157894736,19
Family,Deluxe Double Room,Numa Kudamm - about-berlin-hotel,,8.0,1
Family,Deluxe Double Room,Numa Lief - numa-l-lief,0.7569812187138492,8.233333333333333,60
Family,Deluxe Double Room with Bath,Numa Root - antik-city-prague,0.41177069725146653,8.692307692307692,13
Family,Deluxe Room,Numa Potsdamer Platz - precise-tale-berlin,0.8167579419142483,7.541666666666667,24
Family,Deluxe Studio,Numa Bloc - numa-l-bloc-apartments,0.12380952380952381,9.571428571428571,7
Family,Deluxe Studio,Numa Camperio - camperio-house-suites-apartments,1.8651566390591647,8.307692307692308,13
Family,Deluxe Studio,Numa Jondo - sevilla-luxury-rentals-horno-santa-cruz,1.2666666666666668,8.666666666666666,3
Family,Deluxe Studio,Numa Libusa - sunrise,0.04,9.2,5
Family,Deluxe Studio,Numa Molina - sevilla-luxury-rentals-catedral-sevilla,0.15000000000000002,9.5,2
Family,Deluxe Suite,Numa Camperio - camperio-house-suites-apartments,2.3320320505549863,7.2272727272727275,22
Family,Deluxe Suite,Numa Libusa - sunrise,0.09826058201058202,9.222222222222221,9
Family,Deluxe Suite,Numa Molina - sevilla-luxury-rentals-catedral-sevilla,0.4285763100535829,9.166666666666666,12
Family,Deluxe Suite,Numa Nørrebro - numa-i-drejervej,0.25948744830037757,7.5,2
Family,Deluxe Suite,Numa Poise - numa-i-poise-rooms-and-apartments,0.37613818348204076,8.98936170212766,94
Family,Deluxe Suite,Numa Republika - republika-amp-suites,0.8508333333333334,8.75,4
Family,Deluxe Suite,Numa Root - antik-city-prague,0.2571428571428572,8.571428571428571,7
Family,Deluxe Suite,Numa Solea - numa-l-solea-rooms-amp-apartments,0.4255411255411255,8.681818181818182,22
Family,Deluxe Suite with bath tub,Numa Libusa - sunrise,1.670802382441726,8.142857142857142,7
Family,Deluxe Three-Bedroom Apartment,Numa Palazzo Belfiore - palazzo-belfiore,0.24,9.0,6
Family,Double Room,Numa Bloomsbury - bedfordcornerhotel,0.08611819727891157,8.875,8
Family,Double Room,Numa Brio - hcristina,0.08333333333333333,9.5,4
Family,Double Room,Numa Camperio - camperio-house-suites-apartments,2.888405097608315,7.083333333333333,12
Family,Double Room,Numa Flow - fashion-dancing,0.07300000000000002,9.6,5
Family,Double Room,Numa Lief - numa-l-lief,0.49709606617357716,8.425531914893616,47
Family,Double Room,Numa Poise - numa-i-poise-rooms-and-apartments,0.12326179124380318,8.96875,32
Family,Double Room,Numa Root - antik-city-prague,0.7088888888888889,8.7,10
