user_country,room_view,stay_type,original_lang,Month,rating,review_post_date,stay_duration_days,combined_name
Germany,Extra Large 3 Bedroom Apartment with Sofa Bed and Terrace,Group,de,2024-10,10.0,2024-10-10,2,Numa Flute - villa-riedenburg-boutique-apartments
Sweden,Large 2 Bedroom Apartment,Group,sv,2024-09,8.0,2024-09-26,2,Numa Flute - villa-riedenburg-boutique-apartments
Italy,1 Bedroom Apartment with Sofa Bed,Family,it,2024-09,10.0,2024-09-17,1,Numa Flute - villa-riedenburg-boutique-apartments
Portugal,Large 2 Bedroom Apartment,Family,pt,2024-08,8.0,2024-08-27,2,Numa Flute - villa-riedenburg-boutique-apartments
Italy,"Large Studio with Kitchen, Terrace and Sofa Bed",Family,it,2024-08,8.0,2024-08-22,2,Numa Flute - villa-riedenburg-boutique-apartments
Germany,Extra Large 3 Bedroom Apartment with Sofa Bed and Terrace,Family,ru,2024-08,10.0,2024-08-18,1,Numa Flute - villa-riedenburg-boutique-apartments
Austria,1 Bedroom Apartment with Sofa Bed,Family,de,2024-08,8.0,2024-08-13,1,Numa Flute - villa-riedenburg-boutique-apartments
France,"Large Studio with Kitchen, Terrace and Sofa Bed",Family,fr,2024-08,9.0,2024-08-11,1,Numa Flute - villa-riedenburg-boutique-apartments
Denmark,Extra Large 3 Bedroom Apartment with Sofa Bed and Terrace,Family,da,2024-08,9.0,2024-08-05,2,Numa Flute - villa-riedenburg-boutique-apartments
Spain,Extra Large 3 Bedroom Apartment with Sofa Bed and Terrace,Family,es,2024-07,10.0,2024-07-31,2,Numa Flute - villa-riedenburg-boutique-apartments
Belgium,Large 2 Bedroom Apartment,Family,de,2024-07,9.0,2024-07-21,1,Numa Flute - villa-riedenburg-boutique-apartments
Germany,Large 2 Bedroom Apartment with Balcony and 2 Sofa Beds,Family,uk,2024-07,10.0,2024-07-17,1,Numa Flute - villa-riedenburg-boutique-apartments
China,1 Bedroom Apartment with Sofa Bed,Group,zh,2024-12,6.0,2024-12-04,1,Numa Flute - villa-riedenburg-boutique-apartments
Germany,Extra Large 3 Bedroom Apartment with Sofa Bed and Terrace,Family,de,2024-10,7.0,2024-10-29,1,Numa Flute - villa-riedenburg-boutique-apartments
Cyprus,Medium Room - Accessible,Group,en,2024-11,7.0,2024-11-29,4,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Medium Room with Extra Single Bed,Solo traveller,en,2024-11,9.0,2024-11-27,4,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Couple,en,2024-11,8.0,2024-11-19,3,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Solo traveller,en,2024-11,9.0,2024-11-01,3,Numa Tullo - numa-i-tullo-rooms
United Arab Emirates,Medium Room with Extra Single Bed,Family,en-us,2024-10,7.0,2024-10-27,2,Numa Tullo - numa-i-tullo-rooms
Egypt,Standard Room,Solo traveller,en,2024-10,7.0,2024-10-15,4,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room with Terrace,Couple,en,2024-10,9.0,2024-10-10,3,Numa Tullo - numa-i-tullo-rooms
United States,Medium Room - Accessible,Family,en-us,2024-10,8.0,2024-10-09,2,Numa Tullo - numa-i-tullo-rooms
France,Standard Room with Terrace,Couple,en,2024-10,9.0,2024-10-05,3,Numa Tullo - numa-i-tullo-rooms
Slovakia,Medium Room with Extra Single Bed,Family,en,2024-10,8.0,2024-10-01,3,Numa Tullo - numa-i-tullo-rooms
South Africa,Standard Room,Couple,en,2024-09,8.0,2024-09-25,3,Numa Tullo - numa-i-tullo-rooms
United States,Standard Room with Terrace,Couple,en-us,2024-09,9.0,2024-09-17,2,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Couple,en,2024-09,9.0,2024-09-09,3,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Couple,en,2024-09,8.0,2024-09-03,3,Numa Tullo - numa-i-tullo-rooms
Australia,Medium Room with Extra Single Bed,Family,en,2024-08,9.0,2024-08-11,3,Numa Tullo - numa-i-tullo-rooms
Germany,Medium Room with Extra Single Bed,Group,en,2024-08,9.0,2024-08-08,2,Numa Tullo - numa-i-tullo-rooms
France,Standard Room with Terrace,Couple,en,2024-07,9.0,2024-07-31,3,Numa Tullo - numa-i-tullo-rooms
United Arab Emirates,Medium Room with Terrace and Extra Single Bed,Family,en,2024-12,10.0,2024-12-27,2,Numa Tullo - numa-i-tullo-rooms
Greece,Medium Room with Terrace and Extra Single Bed,Family,en,2024-12,6.0,2024-12-21,2,Numa Tullo - numa-i-tullo-rooms
Latvia,Standard Room with Terrace,Couple,en,2024-11,10.0,2024-11-22,3,Numa Tullo - numa-i-tullo-rooms
Canada,Standard Room,Couple,en-us,2024-11,10.0,2024-11-19,2,Numa Tullo - numa-i-tullo-rooms
United States,Standard Room with Terrace,Solo traveller,en-us,2024-11,10.0,2024-11-16,4,Numa Tullo - numa-i-tullo-rooms
Germany,Standard Room,Couple,en,2024-11,2.0,2024-11-10,4,Numa Tullo - numa-i-tullo-rooms
Honduras,Standard Room with Terrace,Solo traveller,en-us,2024-11,10.0,2024-11-08,1,Numa Tullo - numa-i-tullo-rooms
Peru,Standard Room,Couple,en,2024-11,10.0,2024-11-06,2,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Medium Room - Accessible,Couple,en,2024-09,10.0,2024-09-19,2,Numa Tullo - numa-i-tullo-rooms
Indonesia,Standard Room,Solo traveller,en,2024-08,10.0,2024-08-22,4,Numa Tullo - numa-i-tullo-rooms
Philippines,Standard Room with Terrace,Couple,en,2024-08,10.0,2024-08-16,3,Numa Tullo - numa-i-tullo-rooms
Greece,Medium Room with Extra Single Bed,Group,en,2024-08,10.0,2024-08-03,4,Numa Tullo - numa-i-tullo-rooms
Ireland,Standard Room with Terrace,Group,en,2024-07,10.0,2024-07-24,2,Numa Tullo - numa-i-tullo-rooms
France,Standard Room with Terrace,Solo traveller,fr,2024-12,9.0,2024-12-18,1,Numa Tullo - numa-i-tullo-rooms
Spain,Standard Room,Couple,es,2024-12,7.0,2024-12-08,2,Numa Tullo - numa-i-tullo-rooms
Germany,Standard Room with Terrace,Couple,de,2024-11,8.0,2024-11-28,2,Numa Tullo - numa-i-tullo-rooms
Israel,Medium Room with Extra Single Bed,Family,he,2024-11,8.0,2024-11-25,3,Numa Tullo - numa-i-tullo-rooms
Czech Republic,Standard Room,Couple,cs,2024-11,9.0,2024-11-17,2,Numa Tullo - numa-i-tullo-rooms
Israel,Standard Room,Couple,he,2024-11,9.0,2024-11-07,3,Numa Tullo - numa-i-tullo-rooms
Belgium,Medium Room with Extra Single Bed,Family,nl,2024-11,7.0,2024-11-05,5,Numa Tullo - numa-i-tullo-rooms
France,Standard Room,Couple,fr,2024-10,9.0,2024-10-28,2,Numa Tullo - numa-i-tullo-rooms
Germany,Standard Room,Couple,de,2024-10,7.0,2024-10-15,4,Numa Tullo - numa-i-tullo-rooms
Netherlands,Standard Room,Solo traveller,nl,2024-10,7.0,2024-10-12,4,Numa Tullo - numa-i-tullo-rooms
Israel,Small Room,Solo traveller,he,2024-09,8.0,2024-09-28,2,Numa Tullo - numa-i-tullo-rooms
Spain,Standard Room,Couple,es,2024-09,8.0,2024-09-15,5,Numa Tullo - numa-i-tullo-rooms
France,Standard Room,Couple,fr,2024-09,8.0,2024-09-06,5,Numa Tullo - numa-i-tullo-rooms
Spain,Standard Room,Couple,es,2024-09,9.0,2024-09-05,4,Numa Tullo - numa-i-tullo-rooms
Denmark,Standard Room with Terrace,Couple,da,2024-08,9.0,2024-08-22,2,Numa Tullo - numa-i-tullo-rooms
France,Standard Room with Terrace,Family,fr,2024-08,9.0,2024-08-19,2,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Group,es,2024-08,8.0,2024-08-17,3,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Family,ca,2024-08,9.0,2024-08-17,2,Numa Tullo - numa-i-tullo-rooms
Morocco,Standard Room,Solo traveller,fr,2024-08,7.0,2024-08-08,3,Numa Tullo - numa-i-tullo-rooms
Germany,Standard Room,Solo traveller,de,2024-08,7.0,2024-08-01,1,Numa Tullo - numa-i-tullo-rooms
Germany,Standard Room,Couple,de,2024-08,9.0,2024-08-01,4,Numa Tullo - numa-i-tullo-rooms
Turkey,Standard Room,Solo traveller,tr,2024-07,7.0,2024-07-29,2,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Family,es,2024-07,8.0,2024-07-15,4,Numa Tullo - numa-i-tullo-rooms
France,Medium Room with Terrace and Extra Single Bed,Family,fr,2024-07,7.0,2024-07-14,3,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Couple,it,2024-12,5.0,2024-12-26,1,Numa Tullo - numa-i-tullo-rooms
Italy,Medium Room with Extra Single Bed,Group,it,2024-12,10.0,2024-12-24,2,Numa Tullo - numa-i-tullo-rooms
France,Medium Room with Extra Single Bed,Family,fr,2024-12,6.0,2024-12-17,2,Numa Tullo - numa-i-tullo-rooms
Brazil,Medium Room with Extra Single Bed,Couple,pt-br,2024-11,6.0,2024-11-11,2,Numa Tullo - numa-i-tullo-rooms
Netherlands,Medium Room with Extra Single Bed,Family,nl,2024-10,10.0,2024-10-24,4,Numa Tullo - numa-i-tullo-rooms
Italy,Small Room,Solo traveller,it,2024-10,10.0,2024-10-17,1,Numa Tullo - numa-i-tullo-rooms
Brazil,Standard Room,Family,pt-br,2024-10,10.0,2024-10-13,1,Numa Tullo - numa-i-tullo-rooms
Norway,Standard Room,Family,no,2024-10,10.0,2024-10-10,5,Numa Tullo - numa-i-tullo-rooms
Canada,Standard Room,Couple,fr,2024-09,10.0,2024-09-09,1,Numa Tullo - numa-i-tullo-rooms
Denmark,Standard Room with Terrace,Family,da,2024-08,10.0,2024-08-27,3,Numa Tullo - numa-i-tullo-rooms
Italy,Small Room,Solo traveller,it,2024-08,10.0,2024-08-26,1,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Family,es,2024-08,10.0,2024-08-20,7,Numa Tullo - numa-i-tullo-rooms
Belgium,Standard Room,Couple,nl,2024-08,10.0,2024-08-14,2,Numa Tullo - numa-i-tullo-rooms
France,Standard Room,Couple,fr,2024-08,10.0,2024-08-11,2,Numa Tullo - numa-i-tullo-rooms
Germany,Medium Room with Extra Single Bed,Family,de,2024-08,10.0,2024-08-06,7,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Terrace and Extra Single Bed,Family,es,2024-08,6.0,2024-08-05,2,Numa Tullo - numa-i-tullo-rooms
South Africa,Standard Room with Terrace,Couple,pt,2024-08,3.0,2024-08-04,3,Numa Tullo - numa-i-tullo-rooms
Brazil,Standard Room,Family,pt-br,2024-07,3.0,2024-07-21,3,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Medium Room - Accessible,Couple,en,2024-12,9.0,2024-12-30,4,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Group,en-us,2024-12,7.0,2024-12-22,3,Numa Tullo - numa-i-tullo-rooms
Iceland,Medium Room with Extra Single Bed,Couple,en,2024-12,9.0,2024-12-21,4,Numa Tullo - numa-i-tullo-rooms
United States,Small Room,Solo traveller,en-us,2024-12,9.0,2024-12-15,4,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room with Terrace,Group,en,2024-11,9.0,2024-11-14,3,Numa Tullo - numa-i-tullo-rooms
Netherlands,Medium Room with Extra Single Bed,Family,en,2024-09,8.0,2024-09-30,4,Numa Tullo - numa-i-tullo-rooms
Ireland,Medium Room with Extra Single Bed,Couple,en,2024-09,8.0,2024-09-02,3,Numa Tullo - numa-i-tullo-rooms
Serbia,Standard Room,Couple,en,2024-08,9.0,2024-08-28,3,Numa Tullo - numa-i-tullo-rooms
Belgium,Standard Room,Couple,en,2024-08,7.0,2024-08-19,5,Numa Tullo - numa-i-tullo-rooms
Canada,Standard Room with Terrace,Solo traveller,en,2024-08,8.0,2024-08-06,2,Numa Tullo - numa-i-tullo-rooms
United Kingdom,Standard Room,Couple,en,2024-08,9.0,2024-08-04,4,Numa Tullo - numa-i-tullo-rooms
Sweden,Medium Room - Accessible,Family,en,2024-08,7.0,2024-08-04,1,Numa Tullo - numa-i-tullo-rooms
Serbia,Standard Room with Terrace,Couple,en,2024-07,9.0,2024-07-14,3,Numa Tullo - numa-i-tullo-rooms
United Arab Emirates,Medium Room with Extra Single Bed,Group,en-us,2024-12,10.0,2024-12-03,2,Numa Tullo - numa-i-tullo-rooms
United States,Standard Room,Solo traveller,en-us,2024-10,10.0,2024-10-30,4,Numa Tullo - numa-i-tullo-rooms
United States,Standard Room,Couple,en-us,2024-10,10.0,2024-10-12,3,Numa Tullo - numa-i-tullo-rooms
Australia,Medium Room with Extra Single Bed,Family,en,2024-09,10.0,2024-09-18,1,Numa Tullo - numa-i-tullo-rooms
Germany,Small Room,Solo traveller,en,2024-08,5.0,2024-08-26,1,Numa Tullo - numa-i-tullo-rooms
Australia,Small Room,Solo traveller,en,2024-08,10.0,2024-08-04,2,Numa Tullo - numa-i-tullo-rooms
United States,Standard Room,Solo traveller,en-us,2024-08,10.0,2024-08-01,1,Numa Tullo - numa-i-tullo-rooms
Israel,Standard Room,Couple,en,2024-07,10.0,2024-07-14,2,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Family,it,2024-12,8.0,2024-12-14,4,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Couple,it,2024-12,9.0,2024-12-12,2,Numa Tullo - numa-i-tullo-rooms
Croatia,Medium Room with Extra Single Bed,Family,hr,2024-12,8.0,2024-12-08,3,Numa Tullo - numa-i-tullo-rooms
Italy,Small Room,Solo traveller,it,2024-12,9.0,2024-12-06,2,Numa Tullo - numa-i-tullo-rooms
Czech Republic,Standard Room with Terrace,Couple,cs,2024-11,8.0,2024-11-28,2,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Group,es,2024-11,8.0,2024-11-21,3,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Group,it,2024-11,9.0,2024-11-08,1,Numa Tullo - numa-i-tullo-rooms
Sweden,Small Room,Solo traveller,sv,2024-09,9.0,2024-09-24,3,Numa Tullo - numa-i-tullo-rooms
Brazil,Medium Room - Accessible,Solo traveller,pt-br,2024-09,8.0,2024-09-23,2,Numa Tullo - numa-i-tullo-rooms
Sweden,Medium Room with Terrace and Extra Single Bed,Couple,sv,2024-09,8.0,2024-09-20,6,Numa Tullo - numa-i-tullo-rooms
Austria,Standard Room,Couple,de,2024-09,7.0,2024-09-13,3,Numa Tullo - numa-i-tullo-rooms
Spain,Medium Room with Extra Single Bed,Family,es,2024-08,8.0,2024-08-26,2,Numa Tullo - numa-i-tullo-rooms
Portugal,Medium Room with Extra Single Bed,Family,pt,2024-08,9.0,2024-08-03,4,Numa Tullo - numa-i-tullo-rooms
Denmark,Standard Room,Couple,da,2024-08,7.0,2024-08-02,4,Numa Tullo - numa-i-tullo-rooms
Norway,Standard Room,Couple,no,2024-07,9.0,2024-07-26,2,Numa Tullo - numa-i-tullo-rooms
Poland,Standard Room,Family,pl,2024-07,8.0,2024-07-24,2,Numa Tullo - numa-i-tullo-rooms
France,Medium Room - Accessible,Couple,fr,2024-07,7.0,2024-07-16,1,Numa Tullo - numa-i-tullo-rooms
Germany,Medium Room with Extra Single Bed,Family,de,2024-07,9.0,2024-07-13,1,Numa Tullo - numa-i-tullo-rooms
France,Small Room,Solo traveller,fr,2024-12,10.0,2024-12-31,2,Numa Tullo - numa-i-tullo-rooms
Spain,Standard Room,Couple,es,2024-12,10.0,2024-12-28,2,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Solo traveller,it,2024-12,10.0,2024-12-21,3,Numa Tullo - numa-i-tullo-rooms
Italy,Standard Room,Solo traveller,it,2024-12,10.0,2024-12-21,3,Numa Tullo - numa-i-tullo-rooms
Spain,Small Room,Solo traveller,es,2024-12,10.0,2024-12-12,2,Numa Tullo - numa-i-tullo-rooms
Greece,Standard Room,Couple,el,2024-12,10.0,2024-12-07,5,Numa Tullo - numa-i-tullo-rooms
Romania,Small Room,Solo traveller,tr,2024-12,10.0,2024-12-01,5,Numa Tullo - numa-i-tullo-rooms
Chile,Standard Room,Solo traveller,es,2024-10,10.0,2024-10-24,4,Numa Tullo - numa-i-tullo-rooms
France,Standard Room,Group,fr,2024-10,10.0,2024-10-07,3,Numa Tullo - numa-i-tullo-rooms
Denmark,Medium Room with Terrace and Extra Single Bed,Group,da,2024-09,10.0,2024-09-16,3,Numa Tullo - numa-i-tullo-rooms
Hungary,Standard Room,Couple,hu,2024-08,10.0,2024-08-07,2,Numa Tullo - numa-i-tullo-rooms
France,Medium Room with Extra Single Bed,Family,fr,2024-08,10.0,2024-08-01,5,Numa Tullo - numa-i-tullo-rooms
Netherlands,Standard Room,Couple,nl,2024-07,10.0,2024-07-24,4,Numa Tullo - numa-i-tullo-rooms
France,Small Room,Solo traveller,fr,2024-07,10.0,2024-07-23,2,Numa Tullo - numa-i-tullo-rooms
Greece,Medium Room,Solo traveller,en,2024-12,8.0,2024-12-27,1,Numa Linea - capitol-roma
United Arab Emirates,Medium Room,Solo traveller,en,2024-12,8.0,2024-12-25,2,Numa Linea - capitol-roma
Brazil,Medium Room with Extra Single Bed,Couple,en-us,2024-12,9.0,2024-12-23,1,Numa Linea - capitol-roma
Turkey,Medium Room with Extra Single Bed,Solo traveller,en,2024-12,7.0,2024-12-21,3,Numa Linea - capitol-roma
Oman,Medium Room,Group,en,2024-12,8.0,2024-12-18,2,Numa Linea - capitol-roma
Italy,Medium Room,Family,en-us,2024-12,7.0,2024-12-11,1,Numa Linea - capitol-roma
Sweden,Medium Room,Couple,en-us,2024-12,7.0,2024-12-09,5,Numa Linea - capitol-roma
Egypt,Medium Room,Family,en,2024-12,8.0,2024-12-02,2,Numa Linea - capitol-roma
United Kingdom,Medium Room,Solo traveller,en,2024-11,9.0,2024-11-29,2,Numa Linea - capitol-roma
Greece,Medium Room,Couple,en,2024-11,9.0,2024-11-25,2,Numa Linea - capitol-roma
Azerbaijan,Large Room with Extra Single Bed,Family,en-us,2024-11,7.0,2024-11-15,2,Numa Linea - capitol-roma
Georgia,Medium Room,Family,en-us,2024-11,8.0,2024-11-15,1,Numa Linea - capitol-roma
Italy,Medium Room,Couple,en,2024-11,8.0,2024-11-12,5,Numa Linea - capitol-roma
Italy,Medium Room,Family,en,2024-11,8.0,2024-11-11,4,Numa Linea - capitol-roma
United Kingdom,Medium Room,Solo traveller,en,2024-11,9.0,2024-11-08,3,Numa Linea - capitol-roma
United Arab Emirates,Medium Room,Solo traveller,en-us,2024-11,8.0,2024-11-07,3,Numa Linea - capitol-roma
Brazil,Small Room - Single Bed,Solo traveller,en,2024-11,9.0,2024-11-04,2,Numa Linea - capitol-roma
Australia,Medium Room,Solo traveller,en,2024-10,8.0,2024-10-26,4,Numa Linea - capitol-roma
Greece,Medium Room with Extra Single Bed,Family,en,2024-10,7.0,2024-10-20,2,Numa Linea - capitol-roma
Netherlands,Small Room - Single Bed,Group,en-us,2024-10,8.0,2024-10-17,1,Numa Linea - capitol-roma
South Africa,Medium Room with Extra Single Bed,Family,en,2024-10,8.0,2024-10-14,3,Numa Linea - capitol-roma
Ireland,Medium Room,Family,en,2024-10,8.0,2024-10-07,3,Numa Linea - capitol-roma
Ukraine,Medium Room,Couple,en,2024-09,9.0,2024-09-24,3,Numa Linea - capitol-roma
United Arab Emirates,Medium Room with Extra Single Bed,Group,en-us,2024-09,9.0,2024-09-24,4,Numa Linea - capitol-roma
United Kingdom,Large Room with Extra Single Bed,Family,en,2024-09,8.0,2024-09-17,2,Numa Linea - capitol-roma
Turkey,Medium Room,Couple,en,2024-09,8.0,2024-09-17,2,Numa Linea - capitol-roma
Albania,Medium Room,Group,en-us,2024-09,8.0,2024-09-14,3,Numa Linea - capitol-roma
Ireland,Medium Room,Couple,en,2024-09,9.0,2024-09-14,3,Numa Linea - capitol-roma
Saudi Arabia,Medium Room,Group,en-us,2024-09,9.0,2024-09-12,2,Numa Linea - capitol-roma
Ireland,Medium Room,Solo traveller,en,2024-09,7.0,2024-09-11,4,Numa Linea - capitol-roma
Brazil,Medium Room,Couple,en-us,2024-09,8.0,2024-09-09,1,Numa Linea - capitol-roma
United Kingdom,Medium Room,Couple,en,2024-09,7.0,2024-09-08,3,Numa Linea - capitol-roma
Australia,Medium Room,Solo traveller,en,2024-09,8.0,2024-09-06,1,Numa Linea - capitol-roma
France,Small Room - Single Bed,Solo traveller,en,2024-09,8.0,2024-09-06,1,Numa Linea - capitol-roma
United Kingdom,Small Room - Single Bed,Solo traveller,en-us,2024-09,9.0,2024-09-05,4,Numa Linea - capitol-roma
Saudi Arabia,Medium Room,Couple,en-us,2024-09,9.0,2024-09-03,3,Numa Linea - capitol-roma
Philippines,Small Room - Single Bed,Solo traveller,en-us,2024-08,9.0,2024-08-26,2,Numa Linea - capitol-roma
Brazil,Medium Room,Solo traveller,en,2024-08,9.0,2024-08-23,5,Numa Linea - capitol-roma
Israel,Small Room - Single Bed,Solo traveller,en-us,2024-08,8.0,2024-08-23,1,Numa Linea - capitol-roma
Australia,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-22,2,Numa Linea - capitol-roma
Iraq,Medium Room,Solo traveller,en-us,2024-08,8.0,2024-08-22,2,Numa Linea - capitol-roma
Canada,Medium Room,Family,en-us,2024-08,7.0,2024-08-21,3,Numa Linea - capitol-roma
Australia,Small Room - Single Bed,Solo traveller,en,2024-08,9.0,2024-08-17,3,Numa Linea - capitol-roma
United States,Medium Room with Extra Single Bed,Family,en-us,2024-08,7.0,2024-08-14,1,Numa Linea - capitol-roma
Netherlands,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-13,3,Numa Linea - capitol-roma
Ireland,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-12,2,Numa Linea - capitol-roma
United Kingdom,Medium Room with Extra Single Bed,Family,en,2024-08,8.0,2024-08-01,2,Numa Linea - capitol-roma
United Kingdom,Medium Room,Family,en,2024-07,7.0,2024-07-31,2,Numa Linea - capitol-roma
Finland,Small Room - Single Bed,Solo traveller,en,2024-07,9.0,2024-07-31,3,Numa Linea - capitol-roma
Denmark,Medium Room with Extra Single Bed,Family,en,2024-07,8.0,2024-07-30,2,Numa Linea - capitol-roma
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-07,8.0,2024-07-28,2,Numa Linea - capitol-roma
Jordan,Large Room with Extra Single Bed,Family,en,2024-07,8.0,2024-07-27,7,Numa Linea - capitol-roma
Portugal,Medium Room,Group,en-us,2024-07,8.0,2024-07-26,4,Numa Linea - capitol-roma
Qatar,Medium Room,Solo traveller,en-us,2024-07,9.0,2024-07-25,2,Numa Linea - capitol-roma
Indonesia,Medium Room,Family,en-us,2024-07,8.0,2024-07-22,2,Numa Linea - capitol-roma
Cyprus,Medium Room,Couple,en,2024-07,8.0,2024-07-22,3,Numa Linea - capitol-roma
France,Medium Room,Couple,en,2024-07,8.0,2024-07-21,3,Numa Linea - capitol-roma
United States,Medium Room,Couple,en-us,2024-07,8.0,2024-07-16,3,Numa Linea - capitol-roma
United Arab Emirates,Medium Room,Group,en-us,2024-07,8.0,2024-07-14,3,Numa Linea - capitol-roma
Australia,Large Room with Extra Single Bed,Couple,en,2024-07,9.0,2024-07-10,1,Numa Linea - capitol-roma
Israel,Medium Room,Couple,en,2024-07,7.0,2024-07-10,1,Numa Linea - capitol-roma
United Arab Emirates,Medium Room with Extra Single Bed,Family,en-us,2024-12,6.0,2024-12-31,4,Numa Linea - capitol-roma
Poland,Medium Room,Solo traveller,en,2024-12,10.0,2024-12-11,2,Numa Linea - capitol-roma
Georgia,Medium Room with Extra Single Bed,Family,en,2024-12,10.0,2024-12-09,4,Numa Linea - capitol-roma
Croatia,Medium Room,Couple,en,2024-12,10.0,2024-12-06,2,Numa Linea - capitol-roma
Egypt,Medium Room,Solo traveller,en-us,2024-12,10.0,2024-12-03,3,Numa Linea - capitol-roma
Poland,Medium Room with Extra Single Bed,Family,en,2024-12,10.0,2024-12-03,2,Numa Linea - capitol-roma
Argentina,Medium Room,Family,en-us,2024-12,5.0,2024-12-01,1,Numa Linea - capitol-roma
Czech Republic,Large Room with Extra Single Bed,Couple,en,2024-11,10.0,2024-11-18,3,Numa Linea - capitol-roma
France,Small Room - Single Bed,Solo traveller,en,2024-11,2.0,2024-11-02,2,Numa Linea - capitol-roma
United Kingdom,Medium Room with Extra Single Bed,Family,en,2024-10,6.0,2024-10-29,2,Numa Linea - capitol-roma
Switzerland,Medium Room,Couple,en,2024-10,4.0,2024-10-25,2,Numa Linea - capitol-roma
Australia,Medium Room,Couple,en,2024-10,3.0,2024-10-24,4,Numa Linea - capitol-roma
United Kingdom,Large Room with Extra Single Bed,Family,en,2024-10,4.0,2024-10-24,4,Numa Linea - capitol-roma
Australia,Medium Room,Couple,en,2024-10,10.0,2024-10-14,3,Numa Linea - capitol-roma
United States,Medium Room with Extra Single Bed,Group,en-us,2024-10,10.0,2024-10-13,2,Numa Linea - capitol-roma
New Zealand,Medium Room,Solo traveller,en,2024-10,10.0,2024-10-07,1,Numa Linea - capitol-roma
United Arab Emirates,Medium Room,Couple,en-us,2024-09,10.0,2024-09-29,1,Numa Linea - capitol-roma
Australia,Medium Room,Couple,en,2024-09,10.0,2024-09-27,1,Numa Linea - capitol-roma
Israel,Medium Room,Family,en,2024-09,5.0,2024-09-27,1,Numa Linea - capitol-roma
Saudi Arabia,Medium Room with Extra Single Bed,Family,en-us,2024-09,6.0,2024-09-16,1,Numa Linea - capitol-roma
China,Small Room - Single Bed,Solo traveller,en,2024-09,1.0,2024-09-10,2,Numa Linea - capitol-roma
United Arab Emirates,Small Room - Single Bed,Solo traveller,en,2024-09,10.0,2024-09-09,4,Numa Linea - capitol-roma
Ukraine,Medium Room,Solo traveller,en,2024-09,10.0,2024-09-06,2,Numa Linea - capitol-roma
United Kingdom,Large Room with Extra Single Bed,Family,en,2024-09,10.0,2024-09-05,2,Numa Linea - capitol-roma
Australia,Medium Room with Extra Single Bed,Couple,en,2024-09,10.0,2024-09-05,2,Numa Linea - capitol-roma
United Kingdom,Medium Room with Extra Single Bed,Family,en-us,2024-09,10.0,2024-09-05,1,Numa Linea - capitol-roma
Mexico,Small Room - Single Bed,Solo traveller,en-us,2024-09,10.0,2024-09-04,3,Numa Linea - capitol-roma
Spain,Large Room with Extra Single Bed,Family,en,2024-09,4.0,2024-09-02,3,Numa Linea - capitol-roma
Romania,Medium Room,Couple,en-us,2024-08,10.0,2024-08-31,3,Numa Linea - capitol-roma
Australia,Large Room with Extra Single Bed,Couple,en,2024-08,10.0,2024-08-30,2,Numa Linea - capitol-roma
United States,Medium Room,Family,en,2024-08,5.0,2024-08-27,5,Numa Linea - capitol-roma
United Kingdom,Large Room with Extra Single Bed,Group,en,2024-08,10.0,2024-08-27,2,Numa Linea - capitol-roma
United States,Small Room - Single Bed,Solo traveller,en-us,2024-08,6.0,2024-08-25,2,Numa Linea - capitol-roma
Canada,Medium Room,Couple,en-us,2024-08,4.0,2024-08-22,2,Numa Linea - capitol-roma
Algeria,Medium Room with Extra Single Bed,Family,en,2024-08,10.0,2024-08-21,1,Numa Linea - capitol-roma
Azerbaijan,Large Room with Extra Single Bed,Family,en-us,2024-08,6.0,2024-08-19,4,Numa Linea - capitol-roma
Canada,Large Room with Extra Single Bed,Family,en,2024-08,10.0,2024-08-12,3,Numa Linea - capitol-roma
Australia,Medium Room,Couple,en,2024-08,6.0,2024-08-10,2,Numa Linea - capitol-roma
