user_country,room_view,stay_type,original_lang,Month,rating,review_post_date,stay_duration_days,combined_name
Israel,Small Room - Single Bed,Solo traveller,he,2024-09,5.0,2024-09-27,5,Numa Rodo - rodo-hotel-fashion-delight
France,Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-09,1.0,2024-09-16,2,Numa Rodo - rodo-hotel-fashion-delight
France,Standard Room,Family,fr,2024-09,1.0,2024-09-16,2,Numa Rodo - rodo-hotel-fashion-delight
Spain,Medium Room with Sofa Bed,Family,ca,2024-09,5.0,2024-09-12,3,Numa Rodo - rodo-hotel-fashion-delight
Portugal,Standard Room,Family,pt,2024-09,7.0,2024-09-10,4,Numa Rodo - rodo-hotel-fashion-delight
Spain,Standard Room,Family,es,2024-09,7.0,2024-09-10,4,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-08,6.0,2024-08-29,1,Numa Rodo - rodo-hotel-fashion-delight
Morocco,Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-08,7.0,2024-08-11,3,Numa Rodo - rodo-hotel-fashion-delight
Italy,Medium Room with Sofa Bed,Family,it,2024-08,7.0,2024-08-09,2,Numa Rodo - rodo-hotel-fashion-delight
Germany,Standard Room,Solo traveller,de,2024-07,6.0,2024-07-31,2,Numa Rodo - rodo-hotel-fashion-delight
Greece,Medium Room with Sofa Bed,Family,el,2024-07,1.0,2024-07-30,2,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Standard Room,Family,tr,2024-07,7.0,2024-07-28,3,Numa Rodo - rodo-hotel-fashion-delight
Austria,Standard Room,Group,de,2024-07,6.0,2024-07-23,1,Numa Rodo - rodo-hotel-fashion-delight
Malta,Standard Room,Family,en,2024-12,8.0,2024-12-29,3,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-12,8.0,2024-12-22,2,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Standard Room,Couple,en,2024-12,10.0,2024-12-20,3,Numa Rodo - rodo-hotel-fashion-delight
Austria,Standard Room,Couple,en,2024-12,8.0,2024-12-18,2,Numa Rodo - rodo-hotel-fashion-delight
Romania,Standard Room,Family,en-us,2024-12,9.0,2024-12-16,3,Numa Rodo - rodo-hotel-fashion-delight
Israel,Standard Room,Couple,en-us,2024-12,10.0,2024-12-16,2,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Standard Room,Couple,en,2024-12,9.0,2024-12-11,2,Numa Rodo - rodo-hotel-fashion-delight
United Arab Emirates,Standard Room,Family,en,2024-10,10.0,2024-10-21,1,Numa Rodo - rodo-hotel-fashion-delight
Ireland,Standard Room,Couple,en,2024-10,8.0,2024-10-18,4,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Standard Room,Couple,en,2024-10,10.0,2024-10-11,2,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Small Room - Single Bed,Solo traveller,en-us,2024-10,8.0,2024-10-02,6,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Standard Room,Couple,en,2024-09,8.0,2024-09-24,6,Numa Rodo - rodo-hotel-fashion-delight
United States,Standard Room,Couple,en-us,2024-09,10.0,2024-09-23,4,Numa Rodo - rodo-hotel-fashion-delight
Ukraine,Medium Room with Sofa Bed,Couple,en,2024-09,10.0,2024-09-22,3,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Family,en,2024-09,9.0,2024-09-15,4,Numa Rodo - rodo-hotel-fashion-delight
Australia,Large Studio with Kitchenette and Sofa Bed,Couple,en,2024-09,8.0,2024-09-06,3,Numa Rodo - rodo-hotel-fashion-delight
United States,Small Room - Single Bed,Solo traveller,en-us,2024-08,9.0,2024-08-21,2,Numa Rodo - rodo-hotel-fashion-delight
Ireland,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-18,2,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Large Studio with Kitchenette and Sofa Bed,Family,en,2024-08,10.0,2024-08-12,3,Numa Rodo - rodo-hotel-fashion-delight
India,Standard Room,Family,en-us,2024-08,9.0,2024-08-10,3,Numa Rodo - rodo-hotel-fashion-delight
Finland,Small Room - Single Bed,Solo traveller,en-us,2024-08,8.0,2024-08-02,3,Numa Rodo - rodo-hotel-fashion-delight
United States,Small Room - Single Bed,Solo traveller,en-us,2024-07,10.0,2024-07-28,2,Numa Rodo - rodo-hotel-fashion-delight
Australia,Small Room - Single Bed,Solo traveller,en,2024-07,10.0,2024-07-22,3,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-07,9.0,2024-07-11,3,Numa Rodo - rodo-hotel-fashion-delight
Spain,Small Room - Single Bed,Solo traveller,en,2024-07,10.0,2024-07-11,3,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-10,5.0,2024-10-31,1,Numa Rodo - rodo-hotel-fashion-delight
Australia,Medium Room with Sofa Bed,Family,en,2024-10,3.0,2024-10-04,2,Numa Rodo - rodo-hotel-fashion-delight
Canada,Medium Room with Sofa Bed,Couple,en-us,2024-08,5.0,2024-08-27,4,Numa Rodo - rodo-hotel-fashion-delight
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-08,6.0,2024-08-12,2,Numa Rodo - rodo-hotel-fashion-delight
Greece,Standard Room,Couple,el,2024-12,9.0,2024-12-29,2,Numa Rodo - rodo-hotel-fashion-delight
Germany,Small Room - Single Bed,Solo traveller,ru,2024-12,9.0,2024-12-28,2,Numa Rodo - rodo-hotel-fashion-delight
Cyprus,Small Room - Single Bed,Solo traveller,el,2024-12,9.0,2024-12-26,3,Numa Rodo - rodo-hotel-fashion-delight
Argentina,Standard Room,Couple,es,2024-12,8.0,2024-12-23,1,Numa Rodo - rodo-hotel-fashion-delight
Spain,Small Room - Single Bed,Solo traveller,es,2024-12,10.0,2024-12-23,3,Numa Rodo - rodo-hotel-fashion-delight
Italy,Large Studio with Kitchenette and Sofa Bed,Family,it,2024-12,8.0,2024-12-21,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Large Studio with Kitchenette and Sofa Bed,Family,it,2024-12,8.0,2024-12-18,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-12,8.0,2024-12-15,1,Numa Rodo - rodo-hotel-fashion-delight
Italy,Medium Room with Sofa Bed,Group,it,2024-12,10.0,2024-12-13,1,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Solo traveller,it,2024-12,10.0,2024-12-12,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Small Room - Single Bed,Solo traveller,it,2024-12,9.0,2024-12-10,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-12,8.0,2024-12-03,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-11,8.0,2024-11-18,3,Numa Rodo - rodo-hotel-fashion-delight
Italy,Medium Room with Sofa Bed,Group,it,2024-11,9.0,2024-11-17,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-11,9.0,2024-11-15,3,Numa Rodo - rodo-hotel-fashion-delight
Germany,Medium Room with Sofa Bed,Family,de,2024-10,8.0,2024-10-23,2,Numa Rodo - rodo-hotel-fashion-delight
Israel,Standard Room,Couple,ru,2024-10,9.0,2024-10-21,3,Numa Rodo - rodo-hotel-fashion-delight
Italy,Small Room - Single Bed,Solo traveller,it,2024-10,8.0,2024-10-19,1,Numa Rodo - rodo-hotel-fashion-delight
Greece,Standard Room,Couple,de,2024-10,10.0,2024-10-13,2,Numa Rodo - rodo-hotel-fashion-delight
Denmark,Small Room - Single Bed,Solo traveller,da,2024-09,10.0,2024-09-24,4,Numa Rodo - rodo-hotel-fashion-delight
France,Small Room - Single Bed,Solo traveller,fr,2024-09,10.0,2024-09-06,4,Numa Rodo - rodo-hotel-fashion-delight
Italy,Small Room - Single Bed,Solo traveller,it,2024-09,10.0,2024-09-04,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Group,zh,2024-09,9.0,2024-09-03,1,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Family,it,2024-08,9.0,2024-08-29,4,Numa Rodo - rodo-hotel-fashion-delight
Italy,Large Studio with Kitchenette and Sofa Bed,Group,it,2024-08,9.0,2024-08-28,1,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Standard Room,Couple,tr,2024-08,10.0,2024-08-25,3,Numa Rodo - rodo-hotel-fashion-delight
Greece,Standard Room,Couple,el,2024-08,9.0,2024-08-22,3,Numa Rodo - rodo-hotel-fashion-delight
Spain,Standard Room,Family,es,2024-08,8.0,2024-08-21,3,Numa Rodo - rodo-hotel-fashion-delight
Slovakia,Standard Room,Group,sk,2024-08,10.0,2024-08-13,3,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Medium Room with Sofa Bed,Family,tr,2024-08,10.0,2024-08-06,2,Numa Rodo - rodo-hotel-fashion-delight
China,Standard Room,Family,zh,2024-08,9.0,2024-08-06,2,Numa Rodo - rodo-hotel-fashion-delight
Norway,Standard Room,Couple,no,2024-07,10.0,2024-07-26,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-07,9.0,2024-07-24,3,Numa Rodo - rodo-hotel-fashion-delight
Germany,Standard Room,Couple,de,2024-07,8.0,2024-07-24,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-07,9.0,2024-07-18,2,Numa Rodo - rodo-hotel-fashion-delight
Czech Republic,Small Room - Single Bed,Solo traveller,cs,2024-07,10.0,2024-07-15,1,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Group,it,2024-11,7.0,2024-11-11,2,Numa Rodo - rodo-hotel-fashion-delight
Italy,Standard Room,Couple,it,2024-10,6.0,2024-10-27,1,Numa Rodo - rodo-hotel-fashion-delight
Saudi Arabia,Large Studio with Kitchenette and Sofa Bed,Couple,ar,2024-10,1.0,2024-10-27,3,Numa Rodo - rodo-hotel-fashion-delight
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,3.0,2024-07-29,2,Numa Rodo - rodo-hotel-fashion-delight
Turkey,Standard Room,Couple,tr,2024-07,6.0,2024-07-28,3,Numa Rodo - rodo-hotel-fashion-delight
Ireland,Standard Room,Solo traveller,en,2024-12,8.0,2024-12-26,4,Numa Portico - numa-i-portico-rooms
Lithuania,Standard Room with Terrace,Family,en-us,2024-12,7.0,2024-12-24,2,Numa Portico - numa-i-portico-rooms
Portugal,Standard Room with Terrace,Couple,en,2024-12,7.0,2024-12-18,3,Numa Portico - numa-i-portico-rooms
Moldova,Standard Room,Couple,en,2024-11,9.0,2024-11-22,3,Numa Portico - numa-i-portico-rooms
United States,Small Room - Single Bed,Solo traveller,en-us,2024-11,9.0,2024-11-21,3,Numa Portico - numa-i-portico-rooms
Australia,Standard Room,Couple,en,2024-11,8.0,2024-11-08,4,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-11,8.0,2024-11-05,2,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room - Single Bed,Solo traveller,en,2024-10,9.0,2024-10-27,1,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-10,9.0,2024-10-21,2,Numa Portico - numa-i-portico-rooms
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-10,8.0,2024-10-21,4,Numa Portico - numa-i-portico-rooms
Denmark,Standard Room with Terrace,Couple,en,2024-10,8.0,2024-10-05,5,Numa Portico - numa-i-portico-rooms
Romania,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-10,9.0,2024-10-04,3,Numa Portico - numa-i-portico-rooms
Romania,Standard Room,Couple,en,2024-09,7.0,2024-09-30,3,Numa Portico - numa-i-portico-rooms
Switzerland,Standard Room,Family,en,2024-09,8.0,2024-09-28,5,Numa Portico - numa-i-portico-rooms
Israel,Standard Room,Couple,en-us,2024-09,7.0,2024-09-26,4,Numa Portico - numa-i-portico-rooms
Iceland,Small Room - Single Bed,Solo traveller,en-us,2024-09,7.0,2024-09-22,6,Numa Portico - numa-i-portico-rooms
Australia,Standard Room with Terrace,Couple,en-us,2024-09,7.0,2024-09-22,2,Numa Portico - numa-i-portico-rooms
Latvia,Small Room with Terrace,Group,en,2024-09,8.0,2024-09-16,3,Numa Portico - numa-i-portico-rooms
United States,Small Room - Single Bed,Solo traveller,en-us,2024-09,9.0,2024-09-06,4,Numa Portico - numa-i-portico-rooms
Italy,Small Room with Terrace,Couple,en,2024-09,9.0,2024-09-01,2,Numa Portico - numa-i-portico-rooms
Australia,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-30,5,Numa Portico - numa-i-portico-rooms
United Arab Emirates,Standard Room with Terrace,Solo traveller,en-us,2024-08,9.0,2024-08-29,3,Numa Portico - numa-i-portico-rooms
Ireland,Standard Room with Terrace,Couple,en,2024-08,7.0,2024-08-28,3,Numa Portico - numa-i-portico-rooms
United Arab Emirates,Small Room - Single Bed,Solo traveller,en-us,2024-08,7.0,2024-08-17,3,Numa Portico - numa-i-portico-rooms
Australia,Standard Room,Couple,en,2024-08,8.0,2024-08-11,3,Numa Portico - numa-i-portico-rooms
United Kingdom,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-08,9.0,2024-08-08,3,Numa Portico - numa-i-portico-rooms
Canada,Standard Room,Family,en-us,2024-08,9.0,2024-08-08,2,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-08,9.0,2024-08-06,4,Numa Portico - numa-i-portico-rooms
United States,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-08,8.0,2024-08-02,5,Numa Portico - numa-i-portico-rooms
United Kingdom,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en,2024-08,8.0,2024-08-02,2,Numa Portico - numa-i-portico-rooms
United Kingdom,Small Room - Single Bed,Solo traveller,en,2024-07,9.0,2024-07-12,3,Numa Portico - numa-i-portico-rooms
United States,Small Room - Single Bed,Couple,en-us,2024-07,8.0,2024-07-12,2,Numa Portico - numa-i-portico-rooms
United States,Standard Room,Solo traveller,en-us,2024-07,8.0,2024-07-10,7,Numa Portico - numa-i-portico-rooms
Sweden,Standard Room,Couple,en,2024-07,9.0,2024-07-10,3,Numa Portico - numa-i-portico-rooms
Georgia,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en-us,2024-12,10.0,2024-12-09,4,Numa Portico - numa-i-portico-rooms
Romania,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-12,1.0,2024-12-02,2,Numa Portico - numa-i-portico-rooms
Australia,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-10,6.0,2024-10-23,3,Numa Portico - numa-i-portico-rooms
United States,Standard Room with Terrace,Solo traveller,en-us,2024-09,10.0,2024-09-29,3,Numa Portico - numa-i-portico-rooms
Netherlands,Standard Room,Couple,en,2024-09,6.0,2024-09-29,2,Numa Portico - numa-i-portico-rooms
United States,Small Room with Terrace,Solo traveller,en-us,2024-09,5.0,2024-09-27,2,Numa Portico - numa-i-portico-rooms
Israel,Standard Room,Couple,en-us,2024-09,10.0,2024-09-26,5,Numa Portico - numa-i-portico-rooms
Lithuania,Small Room - Single Bed,Solo traveller,en,2024-09,6.0,2024-09-14,3,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-09,10.0,2024-09-10,3,Numa Portico - numa-i-portico-rooms
Germany,Standard Room with Terrace,Solo traveller,en,2024-09,1.0,2024-09-03,2,Numa Portico - numa-i-portico-rooms
United Arab Emirates,Standard Room,Solo traveller,en,2024-08,10.0,2024-08-29,3,Numa Portico - numa-i-portico-rooms
Lithuania,Standard Room,Couple,en,2024-08,10.0,2024-08-28,8,Numa Portico - numa-i-portico-rooms
Portugal,Standard Room,Couple,en,2024-08,6.0,2024-08-26,2,Numa Portico - numa-i-portico-rooms
Canada,Standard Room with Terrace,Family,en,2024-08,6.0,2024-08-22,4,Numa Portico - numa-i-portico-rooms
Denmark,Small Room - Single Bed,Solo traveller,en,2024-08,5.0,2024-08-19,3,Numa Portico - numa-i-portico-rooms
United Kingdom,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en,2024-08,10.0,2024-08-15,2,Numa Portico - numa-i-portico-rooms
Canada,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-08,10.0,2024-08-01,3,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Couple,en,2024-07,10.0,2024-07-11,3,Numa Portico - numa-i-portico-rooms
United Arab Emirates,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en,2024-07,10.0,2024-07-11,3,Numa Portico - numa-i-portico-rooms
Greece,Standard Room,Family,el,2024-12,7.0,2024-12-28,5,Numa Portico - numa-i-portico-rooms
France,Standard Room,Family,fr,2024-12,8.0,2024-12-28,2,Numa Portico - numa-i-portico-rooms
Israel,Standard Room,Family,he,2024-12,9.0,2024-12-27,3,Numa Portico - numa-i-portico-rooms
Italy,"Connecting rooms - Two Bedrooms, One Bathroom",Family,it,2024-12,8.0,2024-12-21,1,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-12,9.0,2024-12-15,1,Numa Portico - numa-i-portico-rooms
Greece,"Connecting rooms - Two Bedrooms, One Bathroom",Family,el,2024-12,8.0,2024-12-09,3,Numa Portico - numa-i-portico-rooms
Turkey,Small Room with Terrace,Couple,tr,2024-12,8.0,2024-12-06,5,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,es,2024-12,9.0,2024-12-03,4,Numa Portico - numa-i-portico-rooms
Greece,Standard Room,Couple,el,2024-11,7.0,2024-11-13,4,Numa Portico - numa-i-portico-rooms
Saudi Arabia,Standard Room,Couple,ar,2024-10,8.0,2024-10-26,2,Numa Portico - numa-i-portico-rooms
Norway,Small Room with Terrace,Solo traveller,no,2024-10,7.0,2024-10-23,5,Numa Portico - numa-i-portico-rooms
Costa Rica,"Connecting rooms - Two Bedrooms, One Bathroom",Family,es,2024-10,7.0,2024-10-21,3,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-10,9.0,2024-10-20,1,Numa Portico - numa-i-portico-rooms
Germany,"Connecting rooms - Two Bedrooms, One Bathroom",Family,de,2024-10,9.0,2024-10-17,4,Numa Portico - numa-i-portico-rooms
Sweden,"Connecting rooms - Two Bedrooms, One Bathroom",Group,sv,2024-10,8.0,2024-10-17,3,Numa Portico - numa-i-portico-rooms
Greece,Standard Room,Family,el,2024-10,9.0,2024-10-16,3,Numa Portico - numa-i-portico-rooms
Austria,Small Room - Single Bed,Solo traveller,de,2024-10,9.0,2024-10-15,4,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-09,7.0,2024-09-29,1,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,es,2024-09,8.0,2024-09-16,3,Numa Portico - numa-i-portico-rooms
Ukraine,Standard Room,Couple,uk,2024-09,8.0,2024-09-11,4,Numa Portico - numa-i-portico-rooms
Israel,Standard Room,Couple,he,2024-09,9.0,2024-09-03,6,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,tr,2024-08,8.0,2024-08-30,4,Numa Portico - numa-i-portico-rooms
Italy,Small Room with Terrace,Group,it,2024-08,8.0,2024-08-26,3,Numa Portico - numa-i-portico-rooms
Canada,"Connecting rooms - Two Bedrooms, One Bathroom",Family,fr,2024-08,8.0,2024-08-22,4,Numa Portico - numa-i-portico-rooms
Netherlands,Standard Room with Terrace,Couple,nl,2024-08,9.0,2024-08-22,2,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-08,7.0,2024-08-21,2,Numa Portico - numa-i-portico-rooms
France,"Connecting rooms - Two Bedrooms, One Bathroom",Family,fr,2024-08,8.0,2024-08-18,3,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room with Terrace,Couple,nl,2024-08,8.0,2024-08-04,3,Numa Portico - numa-i-portico-rooms
Germany,Small Room - Single Bed,Solo traveller,de,2024-08,8.0,2024-08-03,5,Numa Portico - numa-i-portico-rooms
France,Small Room - Single Bed,Solo traveller,fr,2024-08,8.0,2024-08-01,6,Numa Portico - numa-i-portico-rooms
Brazil,"Connecting rooms - Two Bedrooms, One Bathroom",Family,pt-br,2024-07,9.0,2024-07-28,4,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room - Single Bed,Solo traveller,nl,2024-07,8.0,2024-07-26,3,Numa Portico - numa-i-portico-rooms
Israel,"Connecting rooms - Two Bedrooms, One Bathroom",Family,he,2024-07,8.0,2024-07-24,7,Numa Portico - numa-i-portico-rooms
Italy,Standard Room,Family,it,2024-07,8.0,2024-07-22,3,Numa Portico - numa-i-portico-rooms
Chile,Small Room - Single Bed,Solo traveller,es,2024-07,8.0,2024-07-22,4,Numa Portico - numa-i-portico-rooms
Mexico,"Connecting rooms - Two Bedrooms, One Bathroom",Group,xm,2024-07,8.0,2024-07-21,4,Numa Portico - numa-i-portico-rooms
Germany,Standard Room,Solo traveller,de,2024-07,8.0,2024-07-13,2,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-07,9.0,2024-07-11,1,Numa Portico - numa-i-portico-rooms
Japan,Small Room - Single Bed,Solo traveller,ja,2024-12,10.0,2024-12-27,2,Numa Portico - numa-i-portico-rooms
Latvia,"Connecting rooms - Two Bedrooms, One Bathroom",Family,ru,2024-12,10.0,2024-12-26,3,Numa Portico - numa-i-portico-rooms
Italy,Small Room with Terrace,Couple,it,2024-12,5.0,2024-12-22,2,Numa Portico - numa-i-portico-rooms
Greece,"Connecting rooms - Two Bedrooms, One Bathroom",Family,el,2024-12,10.0,2024-12-22,3,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,ca,2024-12,10.0,2024-12-16,3,Numa Portico - numa-i-portico-rooms
Russia,Standard Room with Terrace,Solo traveller,ru,2024-12,10.0,2024-12-15,2,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-12,3.0,2024-12-15,8,Numa Portico - numa-i-portico-rooms
France,Standard Room,Family,fr,2024-12,5.0,2024-12-10,3,Numa Portico - numa-i-portico-rooms
Spain,Standard Room with Terrace,Family,es,2024-11,10.0,2024-11-20,2,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-11,6.0,2024-11-09,5,Numa Portico - numa-i-portico-rooms
Brazil,Small Room - Single Bed,Solo traveller,pt-br,2024-11,5.0,2024-11-08,3,Numa Portico - numa-i-portico-rooms
Israel,"Connecting rooms - Two Bedrooms, One Bathroom",Family,he,2024-10,3.0,2024-10-31,1,Numa Portico - numa-i-portico-rooms
Greece,"Connecting rooms - Two Bedrooms, One Bathroom",Family,el,2024-10,10.0,2024-10-29,3,Numa Portico - numa-i-portico-rooms
France,"Connecting rooms - Two Bedrooms, One Bathroom",Group,fr,2024-10,5.0,2024-10-21,3,Numa Portico - numa-i-portico-rooms
Norway,"Connecting rooms - Two Bedrooms, One Bathroom",Family,no,2024-10,3.0,2024-10-20,4,Numa Portico - numa-i-portico-rooms
France,Small Room - Single Bed,Solo traveller,fr,2024-10,3.0,2024-10-15,2,Numa Portico - numa-i-portico-rooms
Italy,Small Room - Single Bed,Solo traveller,it,2024-10,3.0,2024-10-14,2,Numa Portico - numa-i-portico-rooms
Switzerland,Small Room with Terrace,Couple,fr,2024-10,3.0,2024-10-11,4,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,es,2024-10,10.0,2024-10-10,3,Numa Portico - numa-i-portico-rooms
Colombia,Standard Room,Couple,es,2024-10,10.0,2024-10-10,2,Numa Portico - numa-i-portico-rooms
Italy,"Connecting rooms - Two Bedrooms, One Bathroom",Group,it,2024-10,2.0,2024-10-06,2,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-10,6.0,2024-10-06,3,Numa Portico - numa-i-portico-rooms
France,Standard Room,Couple,fr,2024-09,5.0,2024-09-28,4,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Couple,es,2024-09,6.0,2024-09-22,4,Numa Portico - numa-i-portico-rooms
France,"Connecting rooms - Two Bedrooms, One Bathroom",Family,fr,2024-09,6.0,2024-09-12,2,Numa Portico - numa-i-portico-rooms
Spain,Standard Room,Family,es,2024-09,6.0,2024-09-04,5,Numa Portico - numa-i-portico-rooms
France,Small Room - Single Bed,Solo traveller,fr,2024-08,10.0,2024-08-28,2,Numa Portico - numa-i-portico-rooms
Spain,"Connecting rooms - Two Bedrooms, One Bathroom",Family,es,2024-08,10.0,2024-08-27,4,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,tr,2024-08,2.0,2024-08-25,2,Numa Portico - numa-i-portico-rooms
France,Small Room with Terrace,Couple,fr,2024-07,10.0,2024-07-31,7,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,tr,2024-07,6.0,2024-07-30,3,Numa Portico - numa-i-portico-rooms
Saudi Arabia,Small Room - Single Bed,Solo traveller,en,2024-12,9.0,2024-12-29,3,Numa Portico - numa-i-portico-rooms
Australia,Standard Room,Couple,en,2024-12,9.0,2024-12-29,3,Numa Portico - numa-i-portico-rooms
Bulgaria,Standard Room,Solo traveller,en,2024-12,8.0,2024-12-23,2,Numa Portico - numa-i-portico-rooms
Netherlands,Small Room - Single Bed,Solo traveller,en,2024-12,9.0,2024-12-12,2,Numa Portico - numa-i-portico-rooms
Armenia,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-12,8.0,2024-12-09,3,Numa Portico - numa-i-portico-rooms
Turkey,Small Room - Single Bed,Solo traveller,en-us,2024-11,9.0,2024-11-30,2,Numa Portico - numa-i-portico-rooms
Portugal,Small Room - Single Bed,Solo traveller,en,2024-11,7.0,2024-11-24,2,Numa Portico - numa-i-portico-rooms
Norway,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en,2024-11,8.0,2024-11-13,2,Numa Portico - numa-i-portico-rooms
United States,Standard Room with Terrace,Couple,en-us,2024-10,8.0,2024-10-23,4,Numa Portico - numa-i-portico-rooms
Canada,"Connecting rooms - Two Bedrooms, One Bathroom",Group,en-us,2024-10,7.0,2024-10-22,1,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Family,en,2024-10,8.0,2024-10-06,3,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Group,en,2024-09,9.0,2024-09-24,3,Numa Portico - numa-i-portico-rooms
France,Small Room - Single Bed,Solo traveller,en,2024-09,8.0,2024-09-12,2,Numa Portico - numa-i-portico-rooms
Finland,Standard Room with Terrace,Family,en,2024-09,7.0,2024-09-11,3,Numa Portico - numa-i-portico-rooms
Egypt,Standard Room,Couple,en-us,2024-09,9.0,2024-09-01,2,Numa Portico - numa-i-portico-rooms
Israel,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-08,8.0,2024-08-25,4,Numa Portico - numa-i-portico-rooms
United Kingdom,Standard Room,Solo traveller,en,2024-08,9.0,2024-08-21,2,Numa Portico - numa-i-portico-rooms
Canada,Standard Room,Solo traveller,en-us,2024-08,8.0,2024-08-14,3,Numa Portico - numa-i-portico-rooms
Malta,Small Room - Single Bed,Solo traveller,en,2024-08,8.0,2024-08-09,3,Numa Portico - numa-i-portico-rooms
Qatar,"Connecting rooms - Two Bedrooms, One Bathroom",Family,en-us,2024-08,9.0,2024-08-05,2,Numa Portico - numa-i-portico-rooms
