Unnamed: 0,Hotel Name,Mean Rating,Median Rating,Variance Rating,Low-Score Proportion,Low-Score Trend Slope,Low-Score Trend Confidence,Variance Trend Slope,Variance Trend Confidence,Composite Risk Score,Overall Risk Label,Cluster,Rank
83,numa-i-terra-apartments,9.178997648442094,9.333333333333334,0.5797125149167608,0.0265579071134626,-0.0001853085068926,0.0071884982686531,-0.0017900159588736,0.0006534204069754,-3.484622414642344,Low,0,3.0
84,villa-riedenburg-boutique-apartments,8.59433962264151,9.0,3.0774673439767777,0.1037735849056603,-0.0004031607805192,0.0004307968017645,-0.0219722625383002,0.0469881397363443,-2.4648867118206748,Low,1,63.0
85,numa-i-tullo-rooms,8.5663082437276,9.0,2.15361701989507,0.0734767025089605,0.0005147563486616,0.0030971452954036,-0.0099121681437935,0.0375436702369846,-2.744588105812685,Low,1,48.0
86,capitol-roma,7.961638471177943,8.166666666666666,2.284557789291504,0.1721021303258145,-0.00017491544079,0.0008388796702111,-0.0051402163049488,0.0020616066856824,-2.413785991239472,Low,2,67.0
87,numa-i-poise-rooms-and-apartments,9.003208686337521,9.0,0.6914284108452641,0.0292092706203135,-0.0003308714636794,0.0304114954684124,-0.0070973689416837,0.0087861376333835,-3.3800262271581767,Low,0,7.0
88,numa-madrid-sol-apartments,8.932291666666668,9.0,1.411934363799283,0.0625,-0.0040322580645161,0.0236559139784946,-0.0038795210166177,0.0017323781355383,-3.119280761241448,Low,1,19.0
89,the-maximilian-by-heymcollections,7.728947368421053,8.0,4.541957509020779,0.1868421052631579,0.0013052911534154,0.0111822741378182,-0.0096852836879432,0.0027700899100481,-1.63627811216872,Moderate,2,91.0
90,yays-amsterdam-maritime,7.9810185185185185,8.0,2.2895672537339204,0.146412037037037,-0.0004328765104627,0.00436395513976,-0.0187468852986094,0.0177214510472619,-2.4342924766006666,Low,2,65.0
91,ndsm-serviced-apartments,8.099033816425122,8.0,3.82624088282656,0.1231884057971014,0.0008403361344537,0.0028834885305473,-0.0007672634271099,1.351117406264443e-05,-2.03005571793935,Low,2,80.0
92,friendly-rentals-hopper,8.464285714285714,9.0,3.3505291005291005,0.0714285714285714,-0.0054734537493158,0.0294724432655467,-0.0005473453749315,0.0011788977306218,-2.3459906951286262,Low,1,71.0
93,about-berlin-hotel,8.548722644876493,8.833333333333334,1.4506469492167424,0.093371372217526,-0.0001093247950067,0.0008501007765058,-0.0033429545388174,0.0010245759489008,-2.937965447489695,Low,1,31.0
94,eastern-park-apartment-suites,7.538461538461538,8.0,4.331825037707391,0.25,-0.0043114488175531,0.0235381800309658,0.0083240843507214,0.003478660374065,-1.5908669854008366,Moderate,2,93.0
